,id,standard_spelling_isv,isv,addition,partOfSpeech,type,en,sameInLanguages,genesis,ru,be,uk,pl,cs,sk,sl,hr,sr,mk,bg,cu,de,nl,eo,frequency,intelligibility,using_example
816,16479,stańje,stańje,,n.,2,"state (condition, shape), status",ub pl cs~ yu ,,"состояние, статус, положение","стан, становішча","стан, статус, положення",stan,"stav, postavení, status","stav, postavenie, status",stanje,stanje,стање,"состојба, ситуација",!държава,!,Zustand,"toestand, staat","!ŝtato (kondiĉo, formo), statuso",7638,!,
818,30795,stol,stol,,m.,3,chair,sl bm,,стул,"крэсла, стул (мед.) ","стілець, крісло, табурет",krzesło,"židle, stolice, stolec (arch.), křeslo","stolica, kreslo, stolec, kreslo",!stol,stolac,столица,стол,!стол,столецъ,Stuhl,stoel,!seĝo,5825,!,
819,30798,stolica,stolica,,f.,2,capital city,v pl,,столица,сталіца ,столиця,stolica,"hlavní město, metropole","hlavné mesto, metropola","!kapital, kapital","prijestolnica, glavni grad","престоница, главни град, престони град","престолнина, главниот град",!столица,!,Hauptstadt,hoofdstad,!ĉefurbo,5680,!,
820,1663,stolka,stolka,,f.,1,chair,,,стул,крэсла ,стілець,krzesło,"židle, stolička",stolička,!stol,stolac,столица,"стол, столче",!стол,"стольцъ, сѣдало, сѣдалище",Stuhl,stoel,!seĝo,6423,!,
821,3996,stopa,stopa,,f.,1,foot,,,стопа,ступня,стопа,stopa,"chodidlo, noha, stopa (míra)","chodidlo, noha, stopa (miera)",!stopala,stopalo,стопало,стапало,!крака,!,Fuß,voet,!piedo,6242,!,
822,1416,strahovańje,strahovańje,,n.,1,insurance,,,страхование,страхаванне ,страхування,ubezpieczenie,pojištění,poistenie,!zaščita zavarovanje,osiguranje,"осигурање, заштита",осигурување,!застраховка,!,Versicherung,verzekering,!asekuro,6959,!,
823,1412,strana,stråna,,f.,1,side,,,сторона,"бок, старана, край, бачына (сеціва) ",сторона,strona,"strana, bok","strana, bok ","!strani, bok","strana, stranica, ","страна, бок",страна,!страна,!,Seite,"kant, zijde",!flanko,7639,!,
824,1061,student,student,,m.anim.,1,student,,I,студент,студэнт ,студент,student,student,študent,!študent,student,студент,студент,!ученик,!,Student,student,!studento,7121,!,
825,2047,studnja,studnja,,f.,2,"water well, draw-well",be z sl,,колодец,"студня, калодзеж ",колодязь,studnia,studna,studňa,"!dobro, dobro vode, vodnjak","studenac, bunar, zdenac","бунар,студенац, зденац",кладенец,"!кладенец, сонда за вода",!,"!Brunnen, draw-gut","put, waterput","!akvo bone, tiri-puto",4885,!,
826,3494,stul,stul,,m.,3,"chair, seat",ru be,,стул,"крэсла, стул (мед.) ",стілець,krzesło,"židle, křeslo, stolice, sedadlo","stolica, kreslo, sedačka, sedadlo",!stol,stolac,столица,"стол, седиште","!стол, седалката","стольцъ, сѣдало, сѣдалище",Stuhl,"stoel, zetel","!seĝo, sidloko",5915,!,
827,3252,stupenj,#stųpėnj,#,m.,1,"degree, stair",,,"ступень, ступенька","ступень, прыступка, ступенька","!ступінь, сходинка",stopień,"stupeň, schod","stupeň, schod","!korak, stopnja","stupanj, stuba, stepenica","степеник, степен, стуба",скалило,"!стъпала, стълби",!,"!Grad, Treppen","mate, graad, trede","!grado, ŝtuparo",4994,!,
828,21595,suďja,sųďja,,m.anim.,1,judge,,,судья,суддзя ,суддя,sędzia,soudce,sudca,!sodnik,sudac,судија,судија,!съдия,!,Richter,rechter,juĝisto,7442,!,
830,21796,sustav,sųstav,,m.,2,"system, structure",cs sh mk,,система,сістэма ,система,system,"soustava, systém","sústava, systém",!sistem,"sustav, sistem",систем,систем,!система,!,!System,"systeem, stelsel, samenstel",!sistemo,8156,!,
831,35497,suteren,suteren,,m.,1,basement,z sh bm,F,подвал,"склеп, сутарэнне, падвал ",підвал,piwnica,"suterén, sklep, sklepení ","suterén, pivnica",!kleti,"suteren, podrum",сутерен,сутерен,!мазе,!,!Keller,souterrain,!kelon,4714,!,
832,3137,svět,svět,,m.,1,world,,,"мир, свет (мир)",свет ,світ,świat,"svět, vesmír","svet, vesmír",!svet,svijet,свет,свет,!свят,!,Welt,wereld,!mondo,8936,!,
833,5237,světilka,světilka,,f.,2,lamp,j,,"лампа, светильник, фонарь","лямпа, свяцільня, свяцільнік, каганец, ліхтар, ліхтарня ","!лампа, світильник, ліхтар",lampa,"svítilna, lampa","svietidlo, lampa","!svetilka, svetilka","svjetiljka, lampa","светиљка, лампа",светилка,!лампа,!,!Lampe,lamp,!lampo,4500,!,
835,15056,svila,svila,,f.,2,silk,j,,шёлк,"шоўк, ядваб ",шовк,jedwab,hedvábí,hodváb,!svila,svila,свила,свила,!коприна,!,!die Seide,zijde (stof),!silko,5591,!,
836,22634,svinec,#svinėc,,m.sg.,2,lead,v,,свинец,свінец,свинець,ołów,olovo,olovo,!svinca,olovo,олово,олово,!олово,!,!führen,lood,!plumbo,5818,!,
838,1054,šahy,šahy,,m.pl.,1,chess,,I,шахматы,шахматы ,шахи,szachy,šachy,šach,!šah),šah,шах (игра),шах,!шах,!,!Schach,schaakspel,!ŝako,6976,!,
839,4780,ščetka,ščetka,,f.,1,brush,,,щётка,шчотка ,щітка,szczotka,"štětka, kartáč","štetka, kefa","ščetka, krtača",četka,четка,четка,!четка,!,!Bürste,borstel,!peniko,3714,!,
840,18789,ščur,ščur,,m.anim.,2,rat,ub pl hsb,,крыса,"шчур, пацук",щур,szczur,"krysa, potkan","krysa, potkan",podgana,štakor,пацов,стаорец,плъх,!,Ratte,rat,rato,4769,!,
841,18808,šestinožka,šestinožka,,f.,5,insect,,,насекомое,"насякомае, вусяк, казурка, інсект",комаха,owad,hmyz,hmyz,!insektov,"insekt, kukac",инсекат,инсект,!насекоми,!,!Insekt,insect,!insekto,4640,!,
842,263,šolk,šolk,,m.sg.,2,silk,v,,шёлк,"шоўк, ядваб ",шовк,jedwab,hedvábí,hodváb,!svila,svila,свила,"свила, коприна","коприна, свила",!,!die Seide,zijde (materiaal),!silko,4853,!,
843,18956,tata,tata,,m.anim.,1,dad,ub z j,,папа,тата ,"тато, татко",tata,táta,"tato, tata (det.)",!oče,tata,тата,"тато, татко",татко,!,!Papa,pappa,!paĉjo,7645,!,
844,16348,tehnik,tehnik,,m.anim.,1,technician,,I,техник,тэхнік ,технік,technik,technik,technik,!tehnik,tehničar,техничар,техничар,!техник,!,Techniker,technicus,!teknikisto,6275,!,
845,16353,televiděńje,televiděńje,,n.sg.,3,"television, TV",ru,S,телевидение,тэлебачанне,телебачення,telewizja,"televize, televizní vysílání, TV","televízia, televízne vysielanie, TV",!televizija,televizija,телевизија,"телевизија, ТВ","телевизия, телевидение",!,"Fernseher, TV","televisie, tv","!televido, televido",6558,!,
846,4399,televizija,televizija,,f.,1,"television, TV",,I,телевидение,тэлевізія ,телебачення,telewizja,"televize, televizor, TV","televízia, televízor, TV",!televizija,televizija,телевизија,"телевизија, ТВ",телевизия,!,"Fernseher, TV","televisie, tv","!televido, televido",7089,!,
847,1485,tělo,tělo,(těla/tělese),n.,1,body,,,тело,цела ,тіло,ciało,"tělo, těleso","telo, teleso","!telo, čas, parcela",tijelo,"тело, пут, плот",тело,тяло,!,Körper,lichaam,!korpo,7375,!,
848,5116,temnosť,#tėmnosť,,f.,1,darkness,,,"темнота, тьма","цемра, цямно, цёмнасць, цямрэча, цямнота, цемната, цемень, цемрыва, сціжма, цемрадзь, процьма","!темрява, пітьма",ciemność,"temno, temnost","temnota, tma",!tema,"tama, tmina",тама,"темница, темнина, мрак","тъма, тъмнина, мрак",!,Dunkelheit,"duisternis, donker",!mallumo,4635,!,
849,15075,temnota,#tėmnota,,f.,2,darkness,,,"темнота, тьма","цемра, цямно, цёмнасць, цямрэча, цямнота, цемната, цемень, цемрыва, сціжма, цемрадзь, процьма","!темрява, пітьма",ciemność,temnota,temnota,!tema,"tamnina, tama, tmina",тама,"темнина, мрак","тъма, тъмнина, мрак",!,Dunkelheit,"duisternis, donker",!mallumo,4870,!,
850,1486,temperatura,temperatura,,f.,1,temperature,,I,температура,"тэмпература, гарачыня ",температура,temperatura,teplota,teplota,temperatura,temperatura,температура,температура,температура,!,Temperatur,temperatuur,!temperaturo,7530,!,
851,12960,teplo,teplo,,n.sg.,1,"heat, warmth",,,"тепло, теплота","цяпло, цеплыня, цеплынь, цяплосць, цеплата ","!тепло, теплота",ciepło,teplo,teplo,"toplina, vročina",toplina,"топлота, топлина","топлина, топлота","!топлина, топлина",!,Wärme,warmte,"!varmo, varmo",5302,!,
852,15076,teplota,teplota,,f.,2,temperature,z,,температура,"тэмпература, гарачыня ",температура,temperatura,teplota,teplota,"!temperatura, toplota",temperatura,"температура, топлота",температура,!температура,!,!Temperatur,temperatuur,!temperaturo,7300,!,
853,35451,terier,terier,,m.anim.,1,terrier,v z j,E,терьер,тэр'ер ,!тер'єр,terier,teriér,teriér,!terier,terijer,теријер,териер,!териер,!,!Terrier,terriër,!terhundo,3529,!,
854,19008,tjurma,tjuŕma,,f.,2,"prison, jail",v,,тюрьма,турма ,"в'язниця, тюрма",więzienie,vězení,väzenie,!zapor,"zatvor, ćuza, gajba, rešt, haps, pržun, buhara, bajbuk",затвор,"темница, затвор","!затвор, Затвор",!,"!Gefängnis, Gefängnis",gevangenis,"!karcero, malliberejo",6344,!,
855,34949,tlo,tlo,,n.,2,"floor, ground",ru yu mk,,"пол, основание","падлога, аснова, падмур, падмурак, падножжа ","!підлога, основа",podłoga,"podlaha, zem","podlaha, zem","!pathos, pod","tlo, podloga","патос, под",тло,"под, земя",!,Boden,"vloer, grond","!planko, tero",5827,!,
856,1126,ťma,ťma,,f.,2,darkness,ru cs yu,,"тьма, темнота","цемра, цямно, цёмнасць, сціжма, цемрадзь, процьма, цямрэча, цямнота, цемната, цемень, цемрыва ","!пітьма, темрява",ciemność,tma,tma,"!tema, mrak","tama, tma, mrak","тама, мрак",темнина,тъмнина,!,Dunkelheit,"duisternis, donker",!mallumo,5502,!,
857,30894,toalet,toalet,,m.,1,toilet,,F,туалет,"прыбіральня, туалет ",туалет,toaleta,"toaleta, záchod, wc","toaleta, záchod, wc","!wc, kopalnica, wc","toalet, wc, nužnik, zahod","тоалет, купатило, заход",тоалет,"тоалетна, нужник",!,Toilette,"toilet, wc",!necesejo,4689,!,
858,22,tolpa,tȯlpa,,f.,1,crowd,,,толпа,"натоўп, талака, грамадка ","натовп, юрба",tłum,"dav, zástup, tlupa","dav, zástup, tlupa","!Množica, množica (ljudi)","gužva, gomila, stiska, metež, pometnja, nered","гужва, гомила (људи)",толпа,тълпа,!,!Menge,menigte,!amaso,5366,!,
859,6314,transparent,transparent,,m.,1,banner,,I,"транспарант, плакат","транспарант, плакат ","транспарант, плакат",transparent,"transparent, banner",transparent,!pregleden,transparent,транспарент,"транспарент, банер","транспарант, банер",!,!Banner,spandoek,!standardo,3212,!,
861,21183,travjeńje,travjeńje,,n.sg.,2,digestion,ub z,,"пищеварение, переваривание","страваванне, ператраўленне ","!травлення, переварювання",trawienie,trávení,trávenie,"!prebava, presnova",probava,"варење, пробава","варење (стомачно), дигестија ",храносмилане,!,!Verdauung,spijsvertering,!digesto,3725,!,
862,13052,trener,trener,,m.anim.,1,"trainer, coach",,E,тренер,трэнер ,тренер,trener,trenér,tréner,trener,trener,тренер,тренер,треньор,!,"!Trainer, Coach","trainer, coach","!trejnisto, trejnisto",7550,!,
863,36959,treska,treska,,f.,2,cod,v cs sl bg,,треска,траска,тріска,dorsz,treska,treska,!trska,bakalar,бакалар,бакалар,"!треска, бакалар",!,!dorschs,kabeljauw,!moruo,3072,!,
864,5269,truba,trųba,,f.,1,pipe,,,труба,"труба, рура, руля",труба,rura,"trubka, roura","trúba, rúra, bal",!cevi,cijev,цев,цевка,тръба,!,Rohr,"pijp, buis",!pipo,6047,!,
865,13110,turnir,turnir,,m.,1,tournament,,I,"турнир, соревнование","турнір, спаборніцтва","турнір, змагання",turniej,turnaj,turnaj,!turnir,turnir,турнир,турнир,!турнир,!,!Turnier,toernooi,!turniro,7119,!,
